"logrank_p_reject","wlr_fh00_p_reject","wlr_fh01_p_reject","wlr_fh11_p_reject","wlr_fh10_p_reject","maxcombo_p_reject","cox_p_reject","rmst6_p_reject","rmst12_p_reject","cox_hr_bias","cox_hr_mse","rmst6_bias","rmst6_mse","rmst12_bias","rmst12_mse","mile6_bias","mile12_bias","replications","n_total","lambda0","cens_prop","prev","hr_overall","rel","hr_pos","hr_neg","true_hr_mix","true_rmst6","true_rmst12","true_mile6","true_mile12"
0.45,0.45,0.325,0.355,0.37,0.29,0.45,0.18,0.33,0.0153639798884166,0.00997059099738585,-0.0312839375627877,0.0581240196155538,-0.0709076150128807,0.306317342249901,-0.00750785352125877,-0.00652972502991916,200,300,0.115524530093324,0.1,0.1,0.8,0.9,0.72,0.808888888888889,0.8,0.277776853653335,0.75999407017002,0.0744489272216842,0.0801100061561579
0.345,0.345,0.27,0.315,0.3,0.25,0.345,0.075,0.12,0.00459372796855368,0.0114634434243104,0.000230787487034867,0.0142091879841463,-0.00368140880506663,0.105799231094915,-0.000309260680443884,-0.00229421681651943,200,300,0.0192540883488874,0.3,0.1,0.8,0.9,0.72,0.808888888888889,0.8,0.0647020149380735,0.241737461091773,0.0208281086118826,0.0375532345845322
0.315,0.315,0.21,0.26,0.285,0.235,0.315,0.13,0.19,0.0246725814102185,0.0184102317341376,0.000407753380756044,0.0382151418620059,-0.0316569263106091,0.249154615375954,-0.00634135524297176,-0.00511505782144726,200,300,0.0577622650466621,0.3,0.1,0.8,0.9,0.72,0.808888888888889,0.8,0.169452581201298,0.55555370730667,0.050784135639347,0.0744489272216842
0.38,0.38,0.245,0.33,0.33,0.265,0.38,0.275,0.32,-0.0042665666097776,0.0118132810151984,0.0307788515310276,0.0564174806438302,0.0573270714983877,0.256127064112398,0.00364210446636134,0.00295391778687463,200,300,0.115524530093324,0.3,0.1,0.8,0.9,0.72,0.808888888888889,0.8,0.277776853653335,0.75999407017002,0.0744489272216842,0.0801100061561579
0.525,0.525,0.44,0.415,0.435,0.42,0.525,0.095,0.14,-0.00412303247679502,0.00806361539185113,0.0150681781991021,0.0174913160561501,0.0386701584262465,0.112623880195618,0.00385510711002419,0.00488278772752933,200,300,0.0192540883488874,0,0.3,0.8,0.9,0.72,0.834285714285714,0.8,0.0647273455424253,0.241926827179483,0.0208404871146214,0.0375984422273485
0.46,0.46,0.42,0.415,0.365,0.345,0.455,0.125,0.18,0.00593700498189777,0.0097292132659238,-0.0223545499910085,0.0388095121156275,-0.0723659162010778,0.246129124768549,-0.00595379699129782,-0.00880970773448549,200,300,0.0577622650466621,0,0.3,0.8,0.9,0.72,0.834285714285714,0.8,0.169651722968895,0.556857597401573,0.0508770069604235,0.0747316913489779
0.505,0.505,0.355,0.465,0.37,0.35,0.505,0.17,0.31,0.00437453594174054,0.00854235423560325,-0.0147387899631531,0.0528660454573117,0.0018410532746884,0.235611356529854,0.000572421824999796,0.00226148959731727,200,300,0.115524530093324,0,0.3,0.8,0.9,0.72,0.834285714285714,0.8,0.278428798700786,0.763520639473597,0.0747316913489779,0.080765463538567
0.42,0.42,0.32,0.375,0.335,0.305,0.42,0.085,0.105,0.0144504013961661,0.0106567962146186,-0.00153249671716243,0.0146995406853313,0.00514603360911934,0.107895597656116,0.00106094926994712,-0.000868113243241376,200,300,0.0192540883488874,0.1,0.3,0.8,0.9,0.72,0.834285714285714,0.8,0.0647273455424253,0.241926827179483,0.0208404871146214,0.0375984422273485
0.435,0.435,0.365,0.395,0.37,0.34,0.425,0.13,0.215,-0.00145569196456205,0.00842098694910827,0.0078694239148935,0.0327409951051999,0.011707767238594,0.186458990602497,0.000682372699562435,0.000908994975444447,200,300,0.0577622650466621,0.1,0.3,0.8,0.9,0.72,0.834285714285714,0.8,0.169651722968895,0.556857597401573,0.0508770069604235,0.0747316913489779
0.43,0.43,0.355,0.35,0.345,0.31,0.43,0.21,0.29,0.00644806513157883,0.009214963567776,-0.00187631460208657,0.0512034807761665,-0.0112997469169977,0.227388533425386,0.00121213171531096,-0.00139075629778604,200,300,0.115524530093324,0.1,0.3,0.8,0.9,0.72,0.834285714285714,0.8,0.278428798700786,0.763520639473597,0.0747316913489779,0.080765463538567
0.325,0.325,0.26,0.28,0.3,0.275,0.325,0.08,0.1,0.00958518176966999,0.0140404101346993,0.00121179922379148,0.0159411241894562,0.014942933389191,0.103560236339784,0.00131844557580118,0.00300237243698147,200,300,0.0192540883488874,0.3,0.3,0.8,0.9,0.72,0.834285714285714,0.8,0.0647273455424253,0.241926827179483,0.0208404871146214,0.0375984422273485
0.315,0.315,0.255,0.29,0.275,0.24,0.315,0.155,0.21,0.00801129767352434,0.0129909105167123,0.0126381394456369,0.0389024092420491,0.00445066055620499,0.227305979132244,0.000866207519209058,-0.00456718469237102,200,300,0.0577622650466621,0.3,0.3,0.8,0.9,0.72,0.834285714285714,0.8,0.169651722968895,0.556857597401573,0.0508770069604235,0.0747316913489779
0.395,0.395,0.31,0.32,0.37,0.29,0.395,0.255,0.36,-0.00528436127690506,0.0124195594271854,0.0120354166679283,0.0607829942031649,0.0596930563919812,0.306693821196889,0.00525580555884717,0.00689925048400755,200,300,0.115524530093324,0.3,0.3,0.8,0.9,0.72,0.834285714285714,0.8,0.278428798700786,0.763520639473597,0.0747316913489779,0.080765463538567
0.475,0.475,0.365,0.395,0.38,0.345,0.475,0.095,0.09,0.00858675935497816,0.00999460430150039,0.00844007962007072,0.0146684278726778,0.0155816607608359,0.103416985479905,0.00290415819473525,0.000499919947495691,200,300,0.0192540883488874,0,0.5,0.8,0.9,0.72,0.88,0.8,0.0647728476156253,0.242266304842428,0.0208627075676894,0.0376793726913867
0.46,0.46,0.415,0.4,0.38,0.35,0.46,0.145,0.215,0.00364242307992264,0.0101533297703034,-0.012254007744529,0.0379130112646165,-0.0429898451355426,0.226690988167817,-0.00580962267123556,-0.00305091666271003,200,300,0.0577622650466621,0,0.5,0.8,0.9,0.72,0.88,0.8,0.170008014172929,0.559176853502125,0.0510428129664776,0.0752324367302762
0.48,0.48,0.415,0.44,0.405,0.37,0.48,0.25,0.31,-0.000204057125138854,0.00970280288490541,-0.0139122994687188,0.0681585335531716,-0.0216528965906248,0.278010900879756,-0.00647269945737809,0.00259062184033694,200,300,0.115524530093324,0,0.5,0.8,0.9,0.72,0.88,0.8,0.279588426751062,0.769724890947479,0.0752324367302762,0.081907734840079
0.44,0.44,0.36,0.38,0.375,0.335,0.43,0.105,0.13,-0.000353109161279866,0.00818220788127165,0.00391218841235387,0.016738649690616,0.0182231057284177,0.124087422580335,0.000512732086654244,0.00241993104469242,200,300,0.0192540883488874,0.1,0.5,0.8,0.9,0.72,0.88,0.8,0.0647728476156253,0.242266304842428,0.0208627075676894,0.0376793726913867
0.465,0.465,0.395,0.435,0.395,0.385,0.465,0.2,0.28,-0.00784418270027,0.0104315570486946,0.0232160804369524,0.042562351396087,0.0303982670583451,0.247011906708829,0.00356570146169105,0.00241364287674737,200,300,0.0577622650466621,0.1,0.5,0.8,0.9,0.72,0.88,0.8,0.170008014172929,0.559176853502125,0.0510428129664776,0.0752324367302762
0.46,0.46,0.415,0.43,0.4,0.4,0.455,0.25,0.375,-0.00871589790116854,0.010588318994057,0.0116280501031961,0.0621071999647903,0.0238234015992752,0.275514916732194,0.00308698581099817,0.000391160784578395,200,300,0.115524530093324,0.1,0.5,0.8,0.9,0.72,0.88,0.8,0.279588426751062,0.769724890947479,0.0752324367302762,0.081907734840079
0.35,0.35,0.295,0.305,0.295,0.265,0.35,0.065,0.12,0.00585651383811561,0.0131257757129652,0.0057689587311509,0.0120752615178308,0.00926839019550856,0.0956095811781602,0.001981318314712,-3.95936178434703e-05,200,300,0.0192540883488874,0.3,0.5,0.8,0.9,0.72,0.88,0.8,0.0647728476156253,0.242266304842428,0.0208627075676894,0.0376793726913867
0.405,0.405,0.315,0.34,0.35,0.285,0.4,0.15,0.215,-0.00481043536926417,0.014019781614102,0.0115645183584837,0.0338438090077691,0.0175831004244601,0.250787891665616,0.00274669265938274,4.0331873829077e-05,200,300,0.0577622650466621,0.3,0.5,0.8,0.9,0.72,0.88,0.8,0.170008014172929,0.559176853502125,0.0510428129664776,0.0752324367302762
0.36,0.36,0.295,0.33,0.33,0.26,0.355,0.225,0.335,0.00154204878098057,0.0133550689588354,-0.00506324959500327,0.0605047888165662,0.00462923412157451,0.294867586539175,-0.000138260641727257,-0.000825086263974498,200,300,0.115524530093324,0.3,0.5,0.8,0.9,0.72,0.88,0.8,0.279588426751062,0.769724890947479,0.0752324367302762,0.081907734840079
0.87,0.87,0.785,0.8,0.755,0.78,0.87,0.12,0.175,0.00429207962432332,0.00731091177966394,-0.00321909067074768,0.0144290054285054,-0.0145204320110364,0.0927205325176878,-0.00131965627241306,0.000334847816789123,200,300,0.0192540883488874,0,0.1,0.7,0.9,0.63,0.707777777777778,0.7,0.0974191212707449,0.365332727010205,0.0314208343165187,0.0569790565340957
0.835,0.835,0.75,0.8,0.735,0.75,0.835,0.275,0.465,0.00540572803898781,0.00649539682003407,0.00021322691223125,0.0308786374514778,-0.00651206022961392,0.209418062824484,-0.000135241723644344,-0.000292788011887864,200,300,0.0577622650466621,0,0.1,0.7,0.9,0.63,0.707777777777778,0.7,0.257035515127169,0.851834360468406,0.0775031561911367,0.115653889180104
0.89,0.89,0.72,0.785,0.745,0.77,0.89,0.485,0.655,0.00704609049448939,0.0059050551865129,0.00769623705319287,0.0460796835516008,0.00458111643583005,0.196572060341825,0.000953547044555309,-0.0026154925493677,200,300,0.115524530093324,0,0.1,0.7,0.9,0.63,0.707777777777778,0.7,0.425917180234203,1.18905925825893,0.115653889180104,0.129133225107242
0.82,0.82,0.76,0.775,0.675,0.745,0.82,0.075,0.17,0.0102044267248588,0.00691721673691104,-0.0140162770909978,0.013174216197901,-0.0365407165348345,0.0966800049901393,-0.00313147195307304,-0.00454527537536531,200,300,0.0192540883488874,0.1,0.1,0.7,0.9,0.63,0.707777777777778,0.7,0.0974191212707449,0.365332727010205,0.0314208343165187,0.0569790565340957
0.85,0.85,0.76,0.755,0.72,0.74,0.85,0.305,0.505,-0.0020209305540969,0.00647053738014224,0.0177064563785955,0.0334577506158503,0.0382372736213532,0.20544447443962,0.00398552363771411,0.00148864896274539,200,300,0.0577622650466621,0.1,0.1,0.7,0.9,0.63,0.707777777777778,0.7,0.257035515127169,0.851834360468406,0.0775031561911367,0.115653889180104
0.77,0.77,0.64,0.68,0.71,0.645,0.77,0.465,0.65,0.0161098065945768,0.00845749311481138,0.0150584996308724,0.0561930605125068,-0.014943498191804,0.263999179643311,0.000247003980348628,-0.00800639772276542,200,300,0.115524530093324,0.1,0.1,0.7,0.9,0.63,0.707777777777778,0.7,0.425917180234203,1.18905925825893,0.115653889180104,0.129133225107242
0.665,0.665,0.575,0.6,0.625,0.565,0.665,0.125,0.22,0.0107788265392722,0.0131251433918036,0.00519040388948184,0.0139349123030313,0.0177821847629181,0.110348238450463,0.00262857620378321,0.00257645670161257,200,300,0.0192540883488874,0.3,0.1,0.7,0.9,0.63,0.707777777777778,0.7,0.0974191212707449,0.365332727010205,0.0314208343165187,0.0569790565340957
0.67,0.67,0.525,0.63,0.58,0.575,0.67,0.23,0.42,0.00929802923857111,0.0119887946132412,-0.0186151313283894,0.0411512892406736,-0.0187844578716097,0.250906134119012,-0.00365804809447545,0.00308012762683841,200,300,0.0577622650466621,0.3,0.1,0.7,0.9,0.63,0.707777777777778,0.7,0.257035515127169,0.851834360468406,0.0775031561911367,0.115653889180104
0.705,0.705,0.565,0.65,0.63,0.525,0.705,0.415,0.625,0.00292217904434584,0.00942614362347757,0.0146392951608264,0.0558323306843507,0.0322439957600305,0.280496889517462,0.00449522375689646,0.00128186709882697,200,300,0.115524530093324,0.3,0.1,0.7,0.9,0.63,0.707777777777778,0.7,0.425917180234203,1.18905925825893,0.115653889180104,0.129133225107242
0.86,0.86,0.745,0.765,0.76,0.77,0.86,0.15,0.2,0.00683860348221111,0.00728892601896105,0.0154670613304397,0.0139725478552775,0.0312352091845069,0.106361910543559,0.00180712738620163,0.00248444039439397,200,300,0.0192540883488874,0,0.3,0.7,0.9,0.63,0.73,0.7,0.0974386804504004,0.365480183370181,0.0314304200201806,0.0570144649667766
0.855,0.855,0.745,0.77,0.72,0.76,0.855,0.265,0.455,0.0112574092368197,0.00693728255831948,-0.0326863629986482,0.0357114412539518,-0.0752399930047222,0.206179609834321,-0.00491864227088044,-0.00601877551204776,200,300,0.0577622650466621,0,0.3,0.7,0.9,0.63,0.73,0.7,0.257191882614366,0.85288362830611,0.0775767285371257,0.11588566428739
0.9,0.9,0.82,0.865,0.76,0.815,0.9,0.415,0.655,-0.00506293382828079,0.00598487110579801,-0.0258836961412856,0.0456739151671537,-0.00981512229980522,0.204095745184235,-0.00366149763197908,0.00644497262519256,200,300,0.115524530093324,0,0.3,0.7,0.9,0.63,0.73,0.7,0.426441814153055,1.19203318238581,0.11588566428739,0.12970837844531
0.835,0.835,0.775,0.785,0.7,0.74,0.835,0.115,0.185,-0.00303502091017567,0.00819076753436157,0.00236710754001884,0.0129988737691557,-0.01405571567442,0.0982252795115309,-0.00107745538767004,-0.00192959092972317,200,300,0.0192540883488874,0.1,0.3,0.7,0.9,0.63,0.73,0.7,0.0974386804504004,0.365480183370181,0.0314304200201806,0.0570144649667766
0.805,0.805,0.72,0.735,0.72,0.72,0.805,0.275,0.42,0.00155377275868108,0.00996417643750512,-0.016861716254751,0.0371949831913191,-0.0413374126592462,0.237378033855557,-0.0031368412591826,-0.00322134470841008,200,300,0.0577622650466621,0.1,0.3,0.7,0.9,0.63,0.73,0.7,0.257191882614366,0.85288362830611,0.0775767285371257,0.11588566428739
0.815,0.815,0.685,0.735,0.695,0.695,0.81,0.42,0.625,0.0106411407834738,0.00831003609048248,-0.0142140474891793,0.0618277566601593,-0.0447107867248455,0.278338942512248,-0.0047116490965302,-0.000517848613318668,200,300,0.115524530093324,0.1,0.3,0.7,0.9,0.63,0.73,0.7,0.426441814153055,1.19203318238581,0.11588566428739,0.12970837844531
0.655,0.655,0.535,0.625,0.56,0.53,0.655,0.13,0.235,0.00745401026182381,0.0103932094611767,0.00217852251747759,0.0147840629112543,-0.00323189981732282,0.102879041367085,-0.000765595351492906,-0.00129876518199209,200,300,0.0192540883488874,0.3,0.3,0.7,0.9,0.63,0.73,0.7,0.0974386804504004,0.365480183370181,0.0314304200201806,0.0570144649667766
0.725,0.725,0.62,0.68,0.62,0.63,0.715,0.235,0.455,-3.44330662033371e-05,0.00889247164778293,-0.019237700959109,0.0386921340787337,-0.0173338657220009,0.214935523895013,-0.00274196007944366,0.00161378265090714,200,300,0.0577622650466621,0.3,0.3,0.7,0.9,0.63,0.73,0.7,0.257191882614366,0.85288362830611,0.0775767285371257,0.11588566428739
0.7,0.7,0.595,0.645,0.62,0.605,0.7,0.415,0.595,0.00713436951041701,0.0101716293249012,-0.0206093507226713,0.0530446244764203,-0.0153431382875388,0.266750909747518,-0.00249222546342552,-0.00120783944832201,200,300,0.115524530093324,0.3,0.3,0.7,0.9,0.63,0.73,0.7,0.426441814153055,1.19203318238581,0.11588566428739,0.12970837844531
0.885,0.885,0.785,0.82,0.765,0.8,0.885,0.135,0.225,0.00290189073789009,0.00551246978630086,-0.00764063501914456,0.0148678634465812,-0.0142587982684907,0.113358893677503,-0.00120749722217955,-0.00150574122014446,200,300,0.0192540883488874,0,0.5,0.7,0.9,0.63,0.77,0.7,0.097473824076606,0.365744662067605,0.0314476330407162,0.0570778961390582
0.85,0.85,0.79,0.81,0.765,0.785,0.85,0.29,0.455,-0.00334835654847263,0.00765860330202746,0.00304029383518185,0.0360098092725235,0.0190604149343047,0.228607191718743,-0.000543767493369718,0.00369972665768652,200,300,0.0577622650466621,0,0.5,0.7,0.9,0.63,0.77,0.7,0.25747185346677,0.854752668943688,0.0777082134586239,0.116296944967343
0.89,0.89,0.795,0.81,0.735,0.8,0.89,0.49,0.68,-0.00587242241459271,0.00792916632554224,0.0219111051775178,0.0622667092366817,0.0273533913423728,0.289955446798289,0.0033610217231168,0.000843024298665486,200,300,0.115524530093324,0,0.5,0.7,0.9,0.63,0.77,0.7,0.427376334471844,1.19727909452604,0.116296944967343,0.13071470712456
0.865,0.865,0.77,0.81,0.785,0.765,0.865,0.11,0.15,-0.00853909879526096,0.00688626969587194,-0.0150624622645686,0.0143998104654015,-0.0441747155127305,0.104393276926973,-0.00308742646806495,-0.00594405941386039,200,300,0.0192540883488874,0.1,0.5,0.7,0.9,0.63,0.77,0.7,0.097473824076606,0.365744662067605,0.0314476330407162,0.0570778961390582
0.82,0.82,0.68,0.75,0.71,0.715,0.82,0.285,0.475,0.00230518914593651,0.00951063012384592,0.00859618195170774,0.0360207490611641,-0.00429069278493414,0.236870399477723,0.000191931475228621,-0.00248407851258659,200,300,0.0577622650466621,0.1,0.5,0.7,0.9,0.63,0.77,0.7,0.25747185346677,0.854752668943688,0.0777082134586239,0.116296944967343
0.835,0.835,0.75,0.78,0.75,0.75,0.835,0.465,0.675,-0.0110876052411187,0.00792355883696899,0.00717521163508831,0.0602257898729739,0.0335055314210474,0.293057455085502,0.00540646074445755,0.00532447235994116,200,300,0.115524530093324,0.1,0.5,0.7,0.9,0.63,0.77,0.7,0.427376334471844,1.19727909452604,0.116296944967343,0.13071470712456
0.69,0.69,0.635,0.635,0.62,0.635,0.69,0.105,0.215,-0.00299423357090584,0.0107451129946843,0.000530218008268957,0.0134265333761237,-0.012247456036342,0.106998007933095,0.0001743794428968,-0.001228357696083,200,300,0.0192540883488874,0.3,0.5,0.7,0.9,0.63,0.77,0.7,0.097473824076606,0.365744662067605,0.0314476330407162,0.0570778961390582
0.725,0.725,0.59,0.695,0.645,0.645,0.725,0.265,0.49,-0.00283935479725847,0.0129693607254254,0.004316960391301,0.0401838733873065,0.0281865305824686,0.264636986141735,0.00377899776109057,0.00398654996282597,200,300,0.0577622650466621,0.3,0.5,0.7,0.9,0.63,0.77,0.7,0.25747185346677,0.854752668943688,0.0777082134586239,0.116296944967343
0.68,0.68,0.585,0.66,0.65,0.59,0.68,0.455,0.625,0.000556189390314272,0.0115233047030555,0.0158489410248495,0.0620286521037347,0.0294750562584157,0.344650972423262,0.00306799625854304,0.00151086600290576,200,300,0.115524530093324,0.3,0.5,0.7,0.9,0.63,0.77,0.7,0.427376334471844,1.19727909452604,0.116296944967343,0.13071470712456
0.07,0.07,0.065,0.065,0.075,0.03,0.065,0.06,0.06,0.0151328528678766,0.0157317328438741,-0.0057015795311914,0.016704525451517,-0.0246562775331513,0.130231059338676,-0.00139677798455197,-0.00337195055993863,200,300,0.0192540883488874,0,0.1,1,0.8,0.8,1.02222222222222,1,5.46849814790917e-05,0.000403519503091587,2.66038579375127e-05,9.54614088470862e-05
0.065,0.065,0.05,0.06,0.055,0.045,0.065,0.045,0.065,-0.004385720984519,0.014458744358331,0.00437596826113595,0.0365747336780086,0.00831726844078371,0.219530609649692,0.00134055446236332,0.00331020183808018,200,300,0.0577622650466621,0,0.1,1,0.8,0.8,1.02222222222222,1,0.000418920004820578,0.00264144256733978,0.000192685106074952,0.000556556570345812
0.05,0.05,0.055,0.045,0.03,0.03,0.05,0.055,0.04,0.00976169071006346,0.0137630900813123,-0.0168980010173864,0.0562812712041821,-0.0264420421153423,0.242979182692441,-0.00257095895269539,-0.0003084952467998,200,300,0.115524530093324,0,0.1,1,0.8,0.8,1.02222222222222,1,0.00132072128366989,0.00665547313845227,0.000556556570345812,0.00116190531483396
0.065,0.065,0.065,0.07,0.055,0.02,0.065,0.07,0.05,-0.00388151546052127,0.0146178220305698,0.023464118985946,0.0187208927680145,0.057646423277725,0.12484883505694,0.00526975247368919,0.00602910326653805,200,300,0.0192540883488874,0.1,0.1,1,0.8,0.8,1.02222222222222,1,5.46849814790917e-05,0.000403519503091587,2.66038579375127e-05,9.54614088470862e-05
0.05,0.05,0.07,0.045,0.035,0.035,0.05,0.015,0.025,0.0108091132452493,0.0165776985015656,0.0119760015228713,0.0331771607094668,-0.00686131330705092,0.21997414393168,-0.00178451228654132,-0.00331297413280939,200,300,0.0577622650466621,0.1,0.1,1,0.8,0.8,1.02222222222222,1,0.000418920004820578,0.00264144256733978,0.000192685106074952,0.000556556570345812
0.065,0.065,0.075,0.07,0.06,0.04,0.065,0.05,0.06,0.00696313527305222,0.0183326948418799,-0.000710762109466649,0.0523852913262825,-0.00453029529767307,0.265796940536128,-0.00107023183205547,-8.23137275959006e-05,200,300,0.115524530093324,0.1,0.1,1,0.8,0.8,1.02222222222222,1,0.00132072128366989,0.00665547313845227,0.000556556570345812,0.00116190531483396
0.02,0.02,0.06,0.035,0.045,0.02,0.02,0.06,0.045,0.0105404578622023,0.0182625670661017,0.00476738848592686,0.0176394466107792,-0.00968526109626722,0.118439924098559,0.00135857363123277,-0.00627974008706749,200,300,0.0192540883488874,0.3,0.1,1,0.8,0.8,1.02222222222222,1,5.46849814790917e-05,0.000403519503091587,2.66038579375127e-05,9.54614088470862e-05
0.045,0.045,0.045,0.06,0.055,0.035,0.04,0.05,0.07,0.0027957995783667,0.0217378134202671,0.0185629368849016,0.0397750285486998,0.0185358013169192,0.26971333575049,0.00242620484182258,-0.000176858733784957,200,300,0.0577622650466621,0.3,0.1,1,0.8,0.8,1.02222222222222,1,0.000418920004820578,0.00264144256733978,0.000192685106074952,0.000556556570345812
0.045,0.045,0.05,0.045,0.05,0.025,0.045,0.07,0.055,-0.0160423686405913,0.0176905945602188,0.0414162489423126,0.0617760333101872,0.0953148581030068,0.270699265214851,0.00731361510745027,0.00627010018596048,200,300,0.115524530093324,0.3,0.1,1,0.8,0.8,1.02222222222222,1,0.00132072128366989,0.00665547313845227,0.000556556570345812,0.00116190531483396
0.065,0.065,0.05,0.05,0.055,0.05,0.065,0.045,0.05,-0.0121422280486865,0.0142243984674245,0.00753113925831699,0.0183224788798781,0.0339950761326233,0.13492778208374,0.00250833667782021,0.00538004527351168,200,300,0.0192540883488874,0,0.3,1,0.8,0.8,1.08571428571429,1,0.000210544404896318,0.00155082480101676,0.000102365039597707,0.000366422804085942
0.03,0.03,0.03,0.02,0.045,0.005,0.025,0.06,0.055,-0.0129406763164868,0.0115417521694878,-0.011143129832776,0.0404960393772379,-0.00766920468405272,0.230389145655763,-0.00272778642110944,0.000894115326081707,200,300,0.0577622650466621,0,0.3,1,0.8,0.8,1.08571428571429,1,0.00160718055399478,0.0100822807833687,0.000737830701868947,0.0021160091467135
0.045,0.045,0.08,0.04,0.045,0.035,0.045,0.05,0.05,-0.00863993405156294,0.0129817185784348,-0.00859401630778558,0.0577575615436422,-0.0105173048720651,0.233974257083925,0.00106571303057335,-0.00175912535868422,200,300,0.115524530093324,0,0.3,1,0.8,0.8,1.08571428571429,1,0.00504114039168435,0.0251666400381474,0.0021160091467135,0.00435661404576826
0.035,0.035,0.05,0.02,0.07,0.03,0.035,0.06,0.08,0.00172124135151963,0.0149643483578608,-0.00830841248067348,0.0188323766410261,-0.0177561427918863,0.14542722228082,-0.0018105178591048,-0.00226127465485054,200,300,0.0192540883488874,0.1,0.3,1,0.8,0.8,1.08571428571429,1,0.000210544404896318,0.00155082480101676,0.000102365039597707,0.000366422804085942
0.045,0.045,0.045,0.04,0.04,0.03,0.045,0.075,0.06,-0.00723795785953718,0.0144495591933833,0.0165702343959096,0.0439365460557349,0.0487538308073183,0.253953927092211,0.00241980272246568,0.00376609382168998,200,300,0.0577622650466621,0.1,0.3,1,0.8,0.8,1.08571428571429,1,0.00160718055399478,0.0100822807833687,0.000737830701868947,0.0021160091467135
0.08,0.08,0.08,0.08,0.04,0.05,0.08,0.045,0.05,-0.0107157708034738,0.0177409905125385,-0.000370657344954974,0.0556248567626935,-0.00729823152910983,0.274283456064224,-0.00172497887417035,0.00134194150635152,200,300,0.115524530093324,0.1,0.3,1,0.8,0.8,1.08571428571429,1,0.00504114039168435,0.0251666400381474,0.0021160091467135,0.00435661404576826
0.055,0.055,0.055,0.065,0.05,0.035,0.05,0.055,0.065,-0.0077137441945821,0.0205204872849357,-0.0124661585437179,0.0163009663978605,-0.0323687264998328,0.121415410052352,-0.00278600936603352,-0.00373990451719888,200,300,0.0192540883488874,0.3,0.3,1,0.8,0.8,1.08571428571429,1,0.000210544404896318,0.00155082480101676,0.000102365039597707,0.000366422804085942
0.02,0.02,0.06,0.045,0.02,0.02,0.02,0.04,0.02,-0.00424988327473166,0.0163246086244736,0.0183998274953973,0.0351012299212414,0.0443315609390528,0.202761555826685,0.00396954061652518,0.00295637250754791,200,300,0.0577622650466621,0.3,0.3,1,0.8,0.8,1.08571428571429,1,0.00160718055399478,0.0100822807833687,0.000737830701868947,0.0021160091467135
0.055,0.055,0.065,0.06,0.055,0.045,0.055,0.06,0.06,-0.000159979269693502,0.0213231082610724,-0.00107208496364285,0.0693070838549721,-0.0154479853309582,0.31715345741982,-0.0026863418573496,0.00316379338899523,200,300,0.115524530093324,0.3,0.3,1,0.8,0.8,1.08571428571429,1,0.00504114039168435,0.0251666400381474,0.0021160091467135,0.00435661404576826
0.055,0.055,0.07,0.065,0.04,0.04,0.055,0.045,0.05,-0.030986323118864,0.0137624282187778,-0.00789360654613316,0.0149875943818142,-0.0179877887422723,0.110684820402612,-0.00159657169658222,-0.00077104873681514,200,300,0.0192540883488874,0,0.5,1,0.8,0.8,1.2,1,0.000489666639341912,0.0035952297820252,0.000237807786831135,0.000847563714893695
0.04,0.04,0.075,0.045,0.045,0.03,0.04,0.075,0.045,-0.0221011516211314,0.0138788762131969,-0.00783606219165852,0.0414677060784663,-0.0220030694749093,0.241507147719501,-0.00348447119193688,-0.0027856001985713,200,300,0.0577622650466621,0,0.5,1,0.8,0.8,1.2,1,0.00371417927468443,0.0230899886339859,0.00169933813427559,0.00481222957328986
0.075,0.075,0.08,0.06,0.065,0.04,0.075,0.1,0.065,-0.0447347241780464,0.0143226980331924,0.0201391380247023,0.0744762789529488,0.0318198418087974,0.29908889890591,-0.001332665153862,0.00322726489897368,200,300,0.115524530093324,0,0.5,1,0.8,0.8,1.2,1,0.011544994316993,0.0566977803821764,0.00481222957328986,0.0096707742535117
0.065,0.065,0.07,0.055,0.035,0.03,0.065,0.045,0.035,-0.0316419745793532,0.0146632612488322,0.00512895191639853,0.0167407618617017,-0.00288777571865334,0.11885900176893,-0.000236481880971476,-0.00430685729949884,200,300,0.0192540883488874,0.1,0.5,1,0.8,0.8,1.2,1,0.000489666639341912,0.0035952297820252,0.000237807786831135,0.000847563714893695
0.08,0.08,0.065,0.07,0.05,0.05,0.08,0.075,0.065,-0.0452312845937261,0.0155803602593844,0.012404303063036,0.0432010427148746,0.0505123907505089,0.269847529850437,0.00305066204055731,0.00946596791316005,200,300,0.0577622650466621,0.1,0.5,1,0.8,0.8,1.2,1,0.00371417927468443,0.0230899886339859,0.00169933813427559,0.00481222957328986
0.04,0.04,0.085,0.055,0.04,0.03,0.04,0.06,0.035,-0.0252925147897525,0.0142526260050856,-0.0116790378731071,0.0555308708522415,-0.0220031310710722,0.221439336876669,-0.00262811186069661,-0.00359430983066716,200,300,0.115524530093324,0.1,0.5,1,0.8,0.8,1.2,1,0.011544994316993,0.0566977803821764,0.00481222957328986,0.0096707742535117
0.075,0.075,0.045,0.055,0.08,0.045,0.075,0.045,0.05,-0.0250032740780155,0.0176994732227799,0.0185817229821491,0.0159824394276059,0.0497363313698652,0.125011147614641,0.0059914360659224,0.00511079861495024,200,300,0.0192540883488874,0.3,0.5,1,0.8,0.8,1.2,1,0.000489666639341912,0.0035952297820252,0.000237807786831135,0.000847563714893695
